itemId,itemName,category,abcClass,date,openingStock,received,consumption,closingStock,msl
ITEM-0085,Product 85,Electronics,C,2025-02-13,423,3,14,412,282
ITEM-0085,Product 85,Electronics,C,2025-02-14,321,25,15,331,282
ITEM-0085,Product 85,Electronics,C,2025-02-15,372,22,36,358,282
ITEM-0085,Product 85,Electronics,C,2025-02-16,328,16,46,298,282
ITEM-0085,Product 85,Electronics,C,2025-02-17,377,19,26,370,282
ITEM-0085,Product 85,Electronics,C,2025-02-18,273,18,36,255,282
ITEM-0085,Product 85,Electronics,C,2025-02-19,418,12,34,396,282
ITEM-0085,Product 85,Electronics,C,2025-02-20,329,12,47,294,282
ITEM-0085,Product 85,Electronics,C,2025-02-21,361,4,38,327,282
ITEM-0085,Product 85,Electronics,C,2025-02-22,393,9,8,394,282
ITEM-0085,Product 85,Electronics,C,2025-02-23,314,27,6,335,282
ITEM-0085,Product 85,Electronics,C,2025-02-24,297,1,27,271,282
ITEM-0085,Product 85,Electronics,C,2025-02-25,378,26,16,388,282
ITEM-0085,Product 85,Electronics,C,2025-02-26,431,12,3,440,282
ITEM-0085,Product 85,Electronics,C,2025-02-27,382,0,36,346,282
ITEM-0085,Product 85,Electronics,C,2025-02-28,356,7,23,340,282
ITEM-0085,Product 85,Electronics,C,2025-03-01,286,0,1,285,282
ITEM-0085,Product 85,Electronics,C,2025-03-02,327,12,21,318,282
ITEM-0085,Product 85,Electronics,C,2025-03-03,389,29,16,402,282
ITEM-0085,Product 85,Electronics,C,2025-03-04,294,24,4,314,282
ITEM-0085,Product 85,Electronics,C,2025-03-05,310,12,8,314,282
ITEM-0085,Product 85,Electronics,C,2025-03-06,314,29,22,321,282
ITEM-0085,Product 85,Electronics,C,2025-03-07,422,20,3,439,282
ITEM-0085,Product 85,Electronics,C,2025-03-08,294,6,8,292,282
ITEM-0085,Product 85,Electronics,C,2025-03-09,267,25,22,270,282
ITEM-0085,Product 85,Electronics,C,2025-03-10,338,24,30,332,282
ITEM-0085,Product 85,Electronics,C,2025-03-11,320,18,5,333,282
ITEM-0085,Product 85,Electronics,C,2025-03-12,310,27,47,290,282
ITEM-0085,Product 85,Electronics,C,2025-03-13,397,12,23,386,282
ITEM-0085,Product 85,Electronics,C,2025-03-14,389,4,6,387,282
ITEM-0085,Product 85,Electronics,C,2025-03-15,424,15,21,418,282
ITEM-0085,Product 85,Electronics,C,2025-03-16,367,10,13,364,282
ITEM-0085,Product 85,Electronics,C,2025-03-17,338,27,33,332,282
ITEM-0085,Product 85,Electronics,C,2025-03-18,355,6,12,349,282
ITEM-0085,Product 85,Electronics,C,2025-03-19,295,7,27,275,282
ITEM-0085,Product 85,Electronics,C,2025-03-20,267,18,49,236,282
ITEM-0085,Product 85,Electronics,C,2025-03-21,407,27,3,431,282
ITEM-0085,Product 85,Electronics,C,2025-03-22,372,15,11,376,282
ITEM-0085,Product 85,Electronics,C,2025-03-23,304,3,48,259,282
ITEM-0085,Product 85,Electronics,C,2025-03-24,313,25,19,319,282
ITEM-0085,Product 85,Electronics,C,2025-03-25,307,21,25,303,282
ITEM-0085,Product 85,Electronics,C,2025-03-26,371,4,8,367,282
ITEM-0085,Product 85,Electronics,C,2025-03-27,428,1,33,396,282
ITEM-0085,Product 85,Electronics,C,2025-03-28,304,3,6,301,282
ITEM-0085,Product 85,Electronics,C,2025-03-29,399,29,29,399,282
ITEM-0085,Product 85,Electronics,C,2025-03-30,326,25,30,321,282
ITEM-0085,Product 85,Electronics,C,2025-03-31,254,16,14,256,282
ITEM-0085,Product 85,Electronics,C,2025-04-01,363,15,6,372,282
ITEM-0085,Product 85,Electronics,C,2025-04-02,384,0,33,351,282
ITEM-0085,Product 85,Electronics,C,2025-04-03,305,15,44,276,282
ITEM-0085,Product 85,Electronics,C,2025-04-04,298,10,47,261,282
ITEM-0085,Product 85,Electronics,C,2025-04-05,372,20,49,343,282
ITEM-0085,Product 85,Electronics,C,2025-04-06,292,21,7,306,282
ITEM-0085,Product 85,Electronics,C,2025-04-07,366,16,4,378,282
ITEM-0085,Product 85,Electronics,C,2025-04-08,352,6,13,345,282
ITEM-0085,Product 85,Electronics,C,2025-04-09,292,16,27,281,282
ITEM-0085,Product 85,Electronics,C,2025-04-10,414,21,39,396,282
ITEM-0085,Product 85,Electronics,C,2025-04-11,427,9,28,408,282
ITEM-0085,Product 85,Electronics,C,2025-04-12,397,11,34,374,282
ITEM-0085,Product 85,Electronics,C,2025-04-13,300,29,6,323,282
ITEM-0085,Product 85,Electronics,C,2025-04-14,270,7,22,255,282
ITEM-0085,Product 85,Electronics,C,2025-04-15,272,24,25,271,282
ITEM-0085,Product 85,Electronics,C,2025-04-16,279,0,38,241,282
ITEM-0085,Product 85,Electronics,C,2025-04-17,291,28,18,301,282
ITEM-0085,Product 85,Electronics,C,2025-04-18,271,9,19,261,282
ITEM-0085,Product 85,Electronics,C,2025-04-19,391,23,32,382,282
ITEM-0085,Product 85,Electronics,C,2025-04-20,276,20,24,272,282
ITEM-0085,Product 85,Electronics,C,2025-04-21,255,8,3,260,282
ITEM-0085,Product 85,Electronics,C,2025-04-22,394,14,25,383,282
ITEM-0085,Product 85,Electronics,C,2025-04-23,341,6,27,320,282
ITEM-0085,Product 85,Electronics,C,2025-04-24,411,2,11,402,282
ITEM-0085,Product 85,Electronics,C,2025-04-25,431,8,31,408,282
ITEM-0085,Product 85,Electronics,C,2025-04-26,329,23,12,340,282
ITEM-0085,Product 85,Electronics,C,2025-04-27,375,0,43,332,282
ITEM-0085,Product 85,Electronics,C,2025-04-28,347,29,18,358,282
ITEM-0085,Product 85,Electronics,C,2025-04-29,395,9,11,393,282
ITEM-0085,Product 85,Electronics,C,2025-04-30,269,28,12,285,282
ITEM-0086,Product 86,Electronics,C,2025-02-01,54,11,37,28,61
ITEM-0086,Product 86,Electronics,C,2025-02-02,90,21,28,83,61
ITEM-0086,Product 86,Electronics,C,2025-02-03,130,10,0,140,61
ITEM-0086,Product 86,Electronics,C,2025-02-04,85,1,39,47,61
ITEM-0086,Product 86,Electronics,C,2025-02-05,64,0,47,17,61
ITEM-0086,Product 86,Electronics,C,2025-02-06,188,19,45,162,61
ITEM-0086,Product 86,Electronics,C,2025-02-07,120,6,14,112,61
ITEM-0086,Product 86,Electronics,C,2025-02-08,101,28,49,80,61
ITEM-0086,Product 86,Electronics,C,2025-02-09,181,19,33,167,61
ITEM-0086,Product 86,Electronics,C,2025-02-10,173,20,32,161,61
ITEM-0086,Product 86,Electronics,C,2025-02-11,175,28,19,184,61
ITEM-0086,Product 86,Electronics,C,2025-02-12,138,21,23,136,61
ITEM-0086,Product 86,Electronics,C,2025-02-13,67,7,6,68,61
ITEM-0086,Product 86,Electronics,C,2025-02-14,108,20,3,125,61
ITEM-0086,Product 86,Electronics,C,2025-02-15,124,27,29,122,61
ITEM-0086,Product 86,Electronics,C,2025-02-16,105,28,21,112,61
ITEM-0086,Product 86,Electronics,C,2025-02-17,183,13,13,183,61
ITEM-0086,Product 86,Electronics,C,2025-02-18,96,2,12,86,61
ITEM-0086,Product 86,Electronics,C,2025-02-19,188,21,17,192,61
ITEM-0086,Product 86,Electronics,C,2025-02-20,130,20,20,130,61
ITEM-0086,Product 86,Electronics,C,2025-02-21,113,27,15,125,61
ITEM-0086,Product 86,Electronics,C,2025-02-22,34,0,14,20,61
ITEM-0086,Product 86,Electronics,C,2025-02-23,142,15,46,111,61
ITEM-0086,Product 86,Electronics,C,2025-02-24,148,0,19,129,61
ITEM-0086,Product 86,Electronics,C,2025-02-25,111,29,4,136,61
ITEM-0086,Product 86,Electronics,C,2025-02-26,99,12,38,73,61
ITEM-0086,Product 86,Electronics,C,2025-02-27,194,24,29,189,61
ITEM-0086,Product 86,Electronics,C,2025-02-28,98,20,22,96,61
ITEM-0086,Product 86,Electronics,C,2025-03-01,93,5,20,78,61
ITEM-0086,Product 86,Electronics,C,2025-03-02,54,20,46,28,61
ITEM-0086,Product 86,Electronics,C,2025-03-03,125,5,18,112,61
ITEM-0086,Product 86,Electronics,C,2025-03-04,108,27,49,86,61
ITEM-0086,Product 86,Electronics,C,2025-03-05,170,18,14,174,61
ITEM-0086,Product 86,Electronics,C,2025-03-06,198,4,40,162,61
ITEM-0086,Product 86,Electronics,C,2025-03-07,36,2,22,16,61
ITEM-0086,Product 86,Electronics,C,2025-03-08,191,25,42,174,61
ITEM-0086,Product 86,Electronics,C,2025-03-09,179,0,19,160,61
ITEM-0086,Product 86,Electronics,C,2025-03-10,141,28,16,153,61
ITEM-0086,Product 86,Electronics,C,2025-03-11,166,27,25,168,61
ITEM-0086,Product 86,Electronics,C,2025-03-12,128,12,25,115,61
ITEM-0086,Product 86,Electronics,C,2025-03-13,43,24,37,30,61
ITEM-0086,Product 86,Electronics,C,2025-03-14,181,20,21,180,61
ITEM-0086,Product 86,Electronics,C,2025-03-15,93,10,29,74,61
ITEM-0086,Product 86,Electronics,C,2025-03-16,141,8,11,138,61
ITEM-0086,Product 86,Electronics,C,2025-03-17,190,4,10,184,61
ITEM-0086,Product 86,Electronics,C,2025-03-18,182,7,6,183,61
ITEM-0086,Product 86,Electronics,C,2025-03-19,159,7,2,164,61
ITEM-0086,Product 86,Electronics,C,2025-03-20,58,0,42,16,61
ITEM-0086,Product 86,Electronics,C,2025-03-21,76,5,0,81,61
ITEM-0086,Product 86,Electronics,C,2025-03-22,132,9,34,107,61
ITEM-0086,Product 86,Electronics,C,2025-03-23,84,23,33,74,61
ITEM-0086,Product 86,Electronics,C,2025-03-24,186,12,21,177,61
ITEM-0086,Product 86,Electronics,C,2025-03-25,46,3,12,37,61
ITEM-0086,Product 86,Electronics,C,2025-03-26,130,22,42,110,61
ITEM-0086,Product 86,Electronics,C,2025-03-27,108,2,31,79,61
ITEM-0086,Product 86,Electronics,C,2025-03-28,121,21,18,124,61
ITEM-0086,Product 86,Electronics,C,2025-03-29,207,18,32,193,61
ITEM-0086,Product 86,Electronics,C,2025-03-30,49,18,35,32,61
ITEM-0086,Product 86,Electronics,C,2025-03-31,154,3,14,143,61
ITEM-0086,Product 86,Electronics,C,2025-04-01,150,23,32,141,61
ITEM-0086,Product 86,Electronics,C,2025-04-02,57,10,48,19,61
ITEM-0086,Product 86,Electronics,C,2025-04-03,53,8,32,29,61
ITEM-0086,Product 86,Electronics,C,2025-04-04,86,0,28,58,61
ITEM-0086,Product 86,Electronics,C,2025-04-05,128,17,17,128,61
ITEM-0086,Product 86,Electronics,C,2025-04-06,36,0,39,-3,61
ITEM-0086,Product 86,Electronics,C,2025-04-07,72,3,29,46,61
ITEM-0086,Product 86,Electronics,C,2025-04-08,62,10,9,63,61
ITEM-0086,Product 86,Electronics,C,2025-04-09,99,4,8,95,61
ITEM-0086,Product 86,Electronics,C,2025-04-10,169,26,34,161,61
ITEM-0086,Product 86,Electronics,C,2025-04-11,104,0,38,66,61
ITEM-0086,Product 86,Electronics,C,2025-04-12,153,7,37,123,61
ITEM-0086,Product 86,Electronics,C,2025-04-13,207,6,23,190,61
ITEM-0086,Product 86,Electronics,C,2025-04-14,191,10,40,161,61
ITEM-0086,Product 86,Electronics,C,2025-04-15,49,22,1,70,61
ITEM-0086,Product 86,Electronics,C,2025-04-16,169,16,34,151,61
ITEM-0086,Product 86,Electronics,C,2025-04-17,200,21,2,219,61
ITEM-0086,Product 86,Electronics,C,2025-04-18,65,24,20,69,61
ITEM-0086,Product 86,Electronics,C,2025-04-19,133,0,1,132,61
ITEM-0086,Product 86,Electronics,C,2025-04-20,165,10,19,156,61
ITEM-0086,Product 86,Electronics,C,2025-04-21,149,22,5,166,61
ITEM-0086,Product 86,Electronics,C,2025-04-22,130,18,20,128,61
ITEM-0086,Product 86,Electronics,C,2025-04-23,204,3,34,173,61
ITEM-0086,Product 86,Electronics,C,2025-04-24,38,3,49,-8,61
ITEM-0086,Product 86,Electronics,C,2025-04-25,137,2,15,124,61
ITEM-0086,Product 86,Electronics,C,2025-04-26,32,25,0,57,61
ITEM-0086,Product 86,Electronics,C,2025-04-27,31,18,37,12,61
ITEM-0086,Product 86,Electronics,C,2025-04-28,165,4,23,146,61
ITEM-0086,Product 86,Electronics,C,2025-04-29,122,23,17,128,61
ITEM-0086,Product 86,Electronics,C,2025-04-30,190,0,44,146,61
ITEM-0087,Product 87,Electronics,B,2025-02-01,181,0,48,133,139
ITEM-0087,Product 87,Electronics,B,2025-02-02,136,20,22,134,139
ITEM-0087,Product 87,Electronics,B,2025-02-03,152,13,15,150,139
ITEM-0087,Product 87,Electronics,B,2025-02-04,246,6,13,239,139
ITEM-0087,Product 87,Electronics,B,2025-02-05,144,23,33,134,139
ITEM-0087,Product 87,Electronics,B,2025-02-06,254,8,15,247,139
ITEM-0087,Product 87,Electronics,B,2025-02-07,273,24,40,257,139
ITEM-0087,Product 87,Electronics,B,2025-02-08,234,23,7,250,139
ITEM-0087,Product 87,Electronics,B,2025-02-09,220,19,29,210,139
ITEM-0087,Product 87,Electronics,B,2025-02-10,254,15,3,266,139
ITEM-0087,Product 87,Electronics,B,2025-02-11,175,14,17,172,139
ITEM-0087,Product 87,Electronics,B,2025-02-12,126,2,22,106,139
ITEM-0087,Product 87,Electronics,B,2025-02-13,242,29,25,246,139
ITEM-0087,Product 87,Electronics,B,2025-02-14,169,14,23,160,139
ITEM-0087,Product 87,Electronics,B,2025-02-15,199,11,31,179,139
ITEM-0087,Product 87,Electronics,B,2025-02-16,241,21,6,256,139
ITEM-0087,Product 87,Electronics,B,2025-02-17,263,6,14,255,139
ITEM-0087,Product 87,Electronics,B,2025-02-18,153,25,34,144,139
ITEM-0087,Product 87,Electronics,B,2025-02-19,131,25,12,144,139
ITEM-0087,Product 87,Electronics,B,2025-02-20,239,1,28,212,139
ITEM-0087,Product 87,Electronics,B,2025-02-21,172,22,27,167,139
ITEM-0087,Product 87,Electronics,B,2025-02-22,272,5,48,229,139
ITEM-0087,Product 87,Electronics,B,2025-02-23,247,21,37,231,139
ITEM-0087,Product 87,Electronics,B,2025-02-24,270,2,16,256,139
ITEM-0087,Product 87,Electronics,B,2025-02-25,216,1,45,172,139
ITEM-0087,Product 87,Electronics,B,2025-02-26,194,27,28,193,139
ITEM-0087,Product 87,Electronics,B,2025-02-27,162,4,28,138,139
ITEM-0087,Product 87,Electronics,B,2025-02-28,225,29,8,246,139
ITEM-0087,Product 87,Electronics,B,2025-03-01,185,5,9,181,139
ITEM-0087,Product 87,Electronics,B,2025-03-02,166,29,45,150,139
ITEM-0087,Product 87,Electronics,B,2025-03-03,221,9,33,197,139
ITEM-0087,Product 87,Electronics,B,2025-03-04,143,6,38,111,139
ITEM-0087,Product 87,Electronics,B,2025-03-05,269,22,7,284,139
ITEM-0087,Product 87,Electronics,B,2025-03-06,205,13,7,211,139
ITEM-0087,Product 87,Electronics,B,2025-03-07,250,7,33,224,139
ITEM-0087,Product 87,Electronics,B,2025-03-08,214,12,6,220,139
ITEM-0087,Product 87,Electronics,B,2025-03-09,162,14,20,156,139
ITEM-0087,Product 87,Electronics,B,2025-03-10,183,10,13,180,139
ITEM-0087,Product 87,Electronics,B,2025-03-11,110,28,33,105,139
ITEM-0087,Product 87,Electronics,B,2025-03-12,216,16,46,186,139
ITEM-0087,Product 87,Electronics,B,2025-03-13,186,15,24,177,139
ITEM-0087,Product 87,Electronics,B,2025-03-14,199,23,7,215,139
ITEM-0087,Product 87,Electronics,B,2025-03-15,125,11,4,132,139
ITEM-0087,Product 87,Electronics,B,2025-03-16,274,25,17,282,139
ITEM-0087,Product 87,Electronics,B,2025-03-17,145,8,5,148,139
ITEM-0087,Product 87,Electronics,B,2025-03-18,187,16,41,162,139
ITEM-0087,Product 87,Electronics,B,2025-03-19,198,8,11,195,139
ITEM-0087,Product 87,Electronics,B,2025-03-20,283,0,13,270,139
ITEM-0087,Product 87,Electronics,B,2025-03-21,125,22,32,115,139
ITEM-0087,Product 87,Electronics,B,2025-03-22,161,29,44,146,139
ITEM-0087,Product 87,Electronics,B,2025-03-23,244,12,29,227,139
ITEM-0087,Product 87,Electronics,B,2025-03-24,188,12,1,199,139
ITEM-0087,Product 87,Electronics,B,2025-03-25,126,12,34,104,139
ITEM-0087,Product 87,Electronics,B,2025-03-26,255,18,12,261,139
ITEM-0087,Product 87,Electronics,B,2025-03-27,176,17,18,175,139
ITEM-0087,Product 87,Electronics,B,2025-03-28,133,18,37,114,139
ITEM-0087,Product 87,Electronics,B,2025-03-29,229,3,30,202,139
ITEM-0087,Product 87,Electronics,B,2025-03-30,176,6,38,144,139
ITEM-0087,Product 87,Electronics,B,2025-03-31,230,26,15,241,139
ITEM-0087,Product 87,Electronics,B,2025-04-01,156,14,4,166,139
ITEM-0087,Product 87,Electronics,B,2025-04-02,144,23,31,136,139
ITEM-0087,Product 87,Electronics,B,2025-04-03,133,27,44,116,139
ITEM-0087,Product 87,Electronics,B,2025-04-04,127,11,6,132,139
ITEM-0087,Product 87,Electronics,B,2025-04-05,174,6,15,165,139
ITEM-0087,Product 87,Electronics,B,2025-04-06,233,6,17,222,139
ITEM-0087,Product 87,Electronics,B,2025-04-07,237,20,2,255,139
ITEM-0087,Product 87,Electronics,B,2025-04-08,234,10,29,215,139
ITEM-0087,Product 87,Electronics,B,2025-04-09,130,28,46,112,139
ITEM-0087,Product 87,Electronics,B,2025-04-10,165,2,24,143,139
ITEM-0087,Product 87,Electronics,B,2025-04-11,266,12,23,255,139
ITEM-0087,Product 87,Electronics,B,2025-04-12,144,21,22,143,139
ITEM-0087,Product 87,Electronics,B,2025-04-13,180,17,3,194,139
ITEM-0087,Product 87,Electronics,B,2025-04-14,211,28,42,197,139
ITEM-0087,Product 87,Electronics,B,2025-04-15,272,8,12,268,139
ITEM-0087,Product 87,Electronics,B,2025-04-16,181,18,20,179,139
ITEM-0087,Product 87,Electronics,B,2025-04-17,197,11,24,184,139
ITEM-0087,Product 87,Electronics,B,2025-04-18,247,16,10,253,139
ITEM-0087,Product 87,Electronics,B,2025-04-19,262,15,13,264,139
ITEM-0087,Product 87,Electronics,B,2025-04-20,246,3,30,219,139
ITEM-0087,Product 87,Electronics,B,2025-04-21,118,19,25,112,139
ITEM-0087,Product 87,Electronics,B,2025-04-22,233,29,43,219,139
ITEM-0087,Product 87,Electronics,B,2025-04-23,187,6,8,185,139
ITEM-0087,Product 87,Electronics,B,2025-04-24,198,11,23,186,139
ITEM-0087,Product 87,Electronics,B,2025-04-25,168,23,19,172,139
ITEM-0087,Product 87,Electronics,B,2025-04-26,186,15,21,180,139
ITEM-0087,Product 87,Electronics,B,2025-04-27,137,18,31,124,139
ITEM-0087,Product 87,Electronics,B,2025-04-28,227,10,34,203,139
ITEM-0087,Product 87,Electronics,B,2025-04-29,204,18,19,203,139
ITEM-0087,Product 87,Electronics,B,2025-04-30,116,9,34,91,139
ITEM-0088,Product 88,Electronics,C,2025-02-01,141,5,40,106,95
ITEM-0088,Product 88,Electronics,C,2025-02-02,175,4,15,164,95
ITEM-0088,Product 88,Electronics,C,2025-02-03,117,18,44,91,95
ITEM-0088,Product 88,Electronics,C,2025-02-04,70,14,32,52,95
ITEM-0088,Product 88,Electronics,C,2025-02-05,79,6,13,72,95
ITEM-0088,Product 88,Electronics,C,2025-02-06,127,19,4,142,95
ITEM-0088,Product 88,Electronics,C,2025-02-07,185,15,25,175,95
ITEM-0088,Product 88,Electronics,C,2025-02-08,171,19,46,144,95
ITEM-0088,Product 88,Electronics,C,2025-02-09,80,5,34,51,95
ITEM-0088,Product 88,Electronics,C,2025-02-10,117,12,22,107,95
ITEM-0088,Product 88,Electronics,C,2025-02-11,157,1,45,113,95
ITEM-0088,Product 88,Electronics,C,2025-02-12,162,14,26,150,95
ITEM-0088,Product 88,Electronics,C,2025-02-13,123,8,49,82,95
ITEM-0088,Product 88,Electronics,C,2025-02-14,90,3,2,91,95
ITEM-0088,Product 88,Electronics,C,2025-02-15,111,29,4,136,95
ITEM-0088,Product 88,Electronics,C,2025-02-16,148,9,4,153,95
ITEM-0088,Product 88,Electronics,C,2025-02-17,144,11,24,131,95
ITEM-0088,Product 88,Electronics,C,2025-02-18,217,13,29,201,95
ITEM-0088,Product 88,Electronics,C,2025-02-19,150,27,42,135,95
ITEM-0088,Product 88,Electronics,C,2025-02-20,83,9,37,55,95
ITEM-0088,Product 88,Electronics,C,2025-02-21,84,21,34,71,95
ITEM-0088,Product 88,Electronics,C,2025-02-22,143,21,10,154,95
ITEM-0088,Product 88,Electronics,C,2025-02-23,162,5,23,144,95
ITEM-0088,Product 88,Electronics,C,2025-02-24,81,17,27,71,95
ITEM-0088,Product 88,Electronics,C,2025-02-25,74,25,20,79,95
ITEM-0088,Product 88,Electronics,C,2025-02-26,226,28,30,224,95
ITEM-0088,Product 88,Electronics,C,2025-02-27,171,10,42,139,95
ITEM-0088,Product 88,Electronics,C,2025-02-28,97,28,45,80,95
ITEM-0088,Product 88,Electronics,C,2025-03-01,193,29,20,202,95
ITEM-0088,Product 88,Electronics,C,2025-03-02,151,23,8,166,95
ITEM-0088,Product 88,Electronics,C,2025-03-03,65,21,20,66,95
ITEM-0088,Product 88,Electronics,C,2025-03-04,68,18,0,86,95
ITEM-0088,Product 88,Electronics,C,2025-03-05,127,19,14,132,95
ITEM-0088,Product 88,Electronics,C,2025-03-06,100,19,28,91,95
ITEM-0088,Product 88,Electronics,C,2025-03-07,238,28,4,262,95
ITEM-0088,Product 88,Electronics,C,2025-03-08,175,26,46,155,95
ITEM-0088,Product 88,Electronics,C,2025-03-09,217,15,15,217,95
ITEM-0088,Product 88,Electronics,C,2025-03-10,164,8,24,148,95
ITEM-0088,Product 88,Electronics,C,2025-03-11,212,3,4,211,95
ITEM-0088,Product 88,Electronics,C,2025-03-12,112,1,17,96,95
ITEM-0088,Product 88,Electronics,C,2025-03-13,221,15,32,204,95
ITEM-0088,Product 88,Electronics,C,2025-03-14,227,29,46,210,95
ITEM-0088,Product 88,Electronics,C,2025-03-15,171,16,41,146,95
ITEM-0088,Product 88,Electronics,C,2025-03-16,196,3,48,151,95
ITEM-0088,Product 88,Electronics,C,2025-03-17,243,0,24,219,95
ITEM-0088,Product 88,Electronics,C,2025-03-18,142,10,23,129,95
ITEM-0088,Product 88,Electronics,C,2025-03-19,89,6,27,68,95
ITEM-0088,Product 88,Electronics,C,2025-03-20,177,9,35,151,95
ITEM-0088,Product 88,Electronics,C,2025-03-21,177,18,35,160,95
ITEM-0088,Product 88,Electronics,C,2025-03-22,82,5,48,39,95
ITEM-0088,Product 88,Electronics,C,2025-03-23,199,24,37,186,95
ITEM-0088,Product 88,Electronics,C,2025-03-24,204,17,40,181,95
ITEM-0088,Product 88,Electronics,C,2025-03-25,89,20,16,93,95
ITEM-0088,Product 88,Electronics,C,2025-03-26,97,8,22,83,95
ITEM-0088,Product 88,Electronics,C,2025-03-27,70,5,1,74,95
ITEM-0088,Product 88,Electronics,C,2025-03-28,201,15,2,214,95
ITEM-0088,Product 88,Electronics,C,2025-03-29,157,22,43,136,95
ITEM-0088,Product 88,Electronics,C,2025-03-30,232,5,25,212,95
ITEM-0088,Product 88,Electronics,C,2025-03-31,227,3,22,208,95
ITEM-0088,Product 88,Electronics,C,2025-04-01,206,6,46,166,95
ITEM-0088,Product 88,Electronics,C,2025-04-02,106,1,18,89,95
ITEM-0088,Product 88,Electronics,C,2025-04-03,239,9,0,248,95
ITEM-0088,Product 88,Electronics,C,2025-04-04,102,9,12,99,95
ITEM-0088,Product 88,Electronics,C,2025-04-05,236,29,23,242,95
ITEM-0088,Product 88,Electronics,C,2025-04-06,134,0,37,97,95
ITEM-0088,Product 88,Electronics,C,2025-04-07,172,9,22,159,95
ITEM-0088,Product 88,Electronics,C,2025-04-08,121,14,45,90,95
ITEM-0088,Product 88,Electronics,C,2025-04-09,215,24,35,204,95
ITEM-0088,Product 88,Electronics,C,2025-04-10,193,2,7,188,95
ITEM-0088,Product 88,Electronics,C,2025-04-11,78,1,16,63,95
ITEM-0088,Product 88,Electronics,C,2025-04-12,134,13,4,143,95
ITEM-0088,Product 88,Electronics,C,2025-04-13,243,7,40,210,95
ITEM-0088,Product 88,Electronics,C,2025-04-14,93,17,34,76,95
ITEM-0088,Product 88,Electronics,C,2025-04-15,112,14,29,97,95
ITEM-0088,Product 88,Electronics,C,2025-04-16,181,15,14,182,95
ITEM-0088,Product 88,Electronics,C,2025-04-17,202,4,18,188,95
ITEM-0088,Product 88,Electronics,C,2025-04-18,131,3,35,99,95
ITEM-0088,Product 88,Electronics,C,2025-04-19,139,0,40,99,95
ITEM-0088,Product 88,Electronics,C,2025-04-20,92,24,31,85,95
ITEM-0088,Product 88,Electronics,C,2025-04-21,73,5,10,68,95
ITEM-0088,Product 88,Electronics,C,2025-04-22,187,26,48,165,95
ITEM-0088,Product 88,Electronics,C,2025-04-23,189,21,11,199,95
ITEM-0088,Product 88,Electronics,C,2025-04-24,168,4,47,125,95
ITEM-0088,Product 88,Electronics,C,2025-04-25,213,16,32,197,95
ITEM-0088,Product 88,Electronics,C,2025-04-26,221,9,39,191,95
ITEM-0088,Product 88,Electronics,C,2025-04-27,82,19,46,55,95
ITEM-0088,Product 88,Electronics,C,2025-04-28,77,29,26,80,95
ITEM-0088,Product 88,Electronics,C,2025-04-29,138,8,31,115,95
ITEM-0088,Product 88,Electronics,C,2025-04-30,237,21,2,256,95
ITEM-0089,Product 89,Raw Materials,B,2025-02-01,207,0,2,205,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-02,54,13,10,57,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-03,126,22,38,110,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-04,213,14,6,221,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-05,78,5,10,73,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-06,79,6,38,47,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-07,181,20,9,192,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-08,131,29,29,131,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-09,60,18,23,55,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-10,55,3,14,44,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-11,58,17,41,34,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-12,164,5,17,152,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-13,102,12,29,85,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-14,91,1,11,81,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-15,111,11,11,111,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-16,184,17,35,166,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-17,100,16,13,103,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-18,101,5,2,104,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-19,129,20,8,141,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-20,157,16,7,166,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-21,68,26,15,79,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-22,80,24,15,89,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-23,162,13,45,130,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-24,218,12,19,211,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-25,100,1,40,61,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-26,170,2,28,144,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-27,126,1,19,108,83
ITEM-0089,Product 89,Raw Materials,B,2025-02-28,207,23,31,199,83
ITEM-0089,Product 89,Raw Materials,B,2025-03-01,62,16,39,39,83
ITEM-0089,Product 89,Raw Materials,B,2025-03-02,170,5,32,143,83
ITEM-0089,Product 89,Raw Materials,B,2025-03-03,219,17,46,190,83
